球団,リーグ,ポジション,選手,試合,刺殺,補殺,失策,併殺,捕逸,守備率,盗塁阻止率,更新日
ロッテ,パ,投手,唐川 侑己,1,0,0,0,0,,0,,2026/07/02
ロッテ,パ,投手,河村 説人,3,0,1,0,0,,1,,2026/07/02
ロッテ,パ,投手,菊地 吏玖,2,0,1,0,0,,1,,2026/07/02
ロッテ,パ,投手,木村 優人,3,1,1,1,0,,0.667,,2026/07/02
ロッテ,パ,投手,坂本 光士郎,12,0,2,0,0,,1,,2026/07/02
ロッテ,パ,投手,澤田 圭佑,26,2,2,0,0,,1,,2026/07/02
ロッテ,パ,投手,ジャクソン,13,4,8,1,0,,0.923,,2026/07/02
ロッテ,パ,投手,鈴木 昭汰,28,3,3,1,0,,0.857,,2026/07/02
ロッテ,パ,投手,高野 脩汰,22,2,3,1,0,,0.833,,2026/07/02
ロッテ,パ,投手,田中 晴也,10,0,6,0,0,,1,,2026/07/02
ロッテ,パ,投手,種市 篤暉,2,0,0,0,0,,0,,2026/07/02
ロッテ,パ,投手,中森 俊介,17,4,2,0,0,,1,,2026/07/02
ロッテ,パ,投手,西野 勇士,6,1,4,0,0,,1,,2026/07/02
ロッテ,パ,投手,廣池 康志郎,11,1,2,0,0,,1,,2026/07/02
ロッテ,パ,投手,廣畑 敦也,4,2,1,0,0,,1,,2026/07/02
ロッテ,パ,投手,益田 直也,19,2,1,0,0,,1,,2026/07/02
ロッテ,パ,投手,宮﨑 颯,4,0,0,0,0,,0,,2026/07/02
ロッテ,パ,投手,毛利 海大,10,2,6,1,0,,0.889,,2026/07/02
ロッテ,パ,投手,八木 彬,23,2,3,0,0,,1,,2026/07/02
ロッテ,パ,投手,横山 陸人,33,4,6,0,0,,1,,2026/07/02
ロッテ,パ,投手,ロング,18,2,1,1,0,,0.75,,2026/07/02
西武,パ,一塁手,岸 潤一郎,6,25,1,0,2,,1,,2026/07/02
西武,パ,一塁手,外崎 修汰,4,20,0,0,1,,1,,2026/07/02
西武,パ,一塁手,仲田 慶介,2,5,0,0,1,,1,,2026/07/02
西武,パ,一塁手,ネビン,30,272,20,3,31,,0.99,,2026/07/02
西武,パ,一塁手,長谷川 信哉,28,192,14,0,16,,1,,2026/07/02
西武,パ,一塁手,平沢 大河,29,203,12,1,17,,0.995,,2026/07/02
西武,パ,一塁手,山村 崇嘉,9,45,7,0,5,,1,,2026/07/02
西武,パ,二塁手,石井 一成,37,70,121,3,31,,0.985,,2026/07/02
西武,パ,二塁手,児玉 亮涼,1,0,0,0,0,,0,,2026/07/02
西武,パ,二塁手,佐藤 太陽,5,6,12,1,3,,0.947,,2026/07/02
西武,パ,二塁手,滝澤 夏央,47,58,98,1,25,,0.994,,2026/07/02
西武,パ,二塁手,外崎 修汰,8,15,28,0,6,,1,,2026/07/02
西武,パ,二塁手,仲田 慶介,4,3,10,0,2,,1,,2026/07/02
西武,パ,二塁手,平沢 大河,3,3,4,0,3,,1,,2026/07/02
西武,パ,三塁手,児玉 亮涼,3,0,0,0,0,,0,,2026/07/02
西武,パ,三塁手,佐藤 太陽,3,1,0,0,0,,1,,2026/07/02
西武,パ,三塁手,滝澤 夏央,9,1,7,1,1,,0.889,,2026/07/02
西武,パ,三塁手,仲田 慶介,1,0,0,0,0,,0,,2026/07/02
西武,パ,三塁手,平沢 大河,21,16,33,1,0,,0.98,,2026/07/02
西武,パ,三塁手,山村 崇嘉,9,3,14,1,1,,0.944,,2026/07/02
西武,パ,三塁手,渡部 聖弥,52,32,84,8,11,,0.935,,2026/07/02
西武,パ,遊撃手,源田 壮亮,64,70,143,3,29,,0.986,,2026/07/02
西武,パ,遊撃手,滝澤 夏央,38,50,97,4,31,,0.974,,2026/07/02
西武,パ,外野手,秋山 俊,5,1,0,1,0,,0.5,,2026/07/02
西武,パ,外野手,カナリオ,65,86,1,1,0,,0.989,,2026/07/02
西武,パ,外野手,岸 潤一郎,50,64,2,0,0,,1,,2026/07/02
西武,パ,外野手,桑原 将志,49,87,0,2,0,,0.978,,2026/07/02
西武,パ,外野手,茶野 篤政,11,6,0,0,0,,1,,2026/07/02
西武,パ,外野手,仲田 慶介,1,0,0,0,0,,0,,2026/07/02
西武,パ,外野手,仲三 優太,2,1,0,0,0,,1,,2026/07/02
西武,パ,外野手,西川 愛也,60,79,1,0,0,,1,,2026/07/02
西武,パ,外野手,長谷川 信哉,48,69,1,1,0,,0.986,,2026/07/02
西武,パ,外野手,平沢 大河,3,2,0,0,0,,1,,2026/07/02
西武,パ,外野手,林 安可,17,15,0,1,0,,0.938,,2026/07/02
西武,パ,捕手,古賀 悠斗,54,262,35,1,1,3,0.997,0.579,2026/07/02
西武,パ,捕手,小島 大河,38,248,30,0,4,5,1,0.233,2026/07/02
西武,パ,捕手,柘植 世那,17,78,2,0,0,0,1,0,2026/07/02
西武,パ,投手,青山 美夏人,2,0,0,0,0,,0,,2026/07/02
西武,パ,投手,糸川 亮太,9,0,2,0,0,,1,,2026/07/02
西武,パ,投手,岩城 颯空,26,1,2,0,0,,1,,2026/07/02
西武,パ,投手,ウィンゲンター,7,0,0,0,0,,0,,2026/07/02
西武,パ,投手,上田 大河,11,0,5,0,0,,1,,2026/07/02
西武,パ,投手,甲斐野 央,31,1,3,0,0,,1,,2026/07/02
西武,パ,投手,黒田 将矢,21,0,1,0,0,,1,,2026/07/02
西武,パ,投手,佐藤 隼輔,17,1,2,1,0,,0.75,,2026/07/02
西武,パ,投手,佐藤 爽,4,2,6,0,0,,1,,2026/07/02
西武,パ,投手,篠原 響,25,2,5,0,0,,1,,2026/07/02
西武,パ,投手,菅井 信也,7,1,2,0,0,,1,,2026/07/02
西武,パ,投手,隅田 知一郎,12,4,12,1,1,,0.941,,2026/07/02
西武,パ,投手,平良 海馬,12,4,9,0,0,,1,,2026/07/02
西武,パ,投手,髙橋 光成,12,6,7,0,1,,1,,2026/07/02
西武,パ,投手,武内 夏暉,12,1,12,0,0,,1,,2026/07/02
西武,パ,投手,中村 祐太,10,1,1,0,0,,1,,2026/07/02
西武,パ,投手,成田 晴風,2,0,1,0,0,,1,,2026/07/02
西武,パ,投手,羽田 慎之介,8,0,2,0,0,,1,,2026/07/02
西武,パ,投手,浜屋 将太,21,2,5,0,1,,1,,2026/07/02
西武,パ,投手,冨士 大和,2,0,0,0,0,,0,,2026/07/02
西武,パ,投手,堀越 啓太,2,0,0,0,0,,0,,2026/07/02
西武,パ,投手,豆田 泰志,10,1,1,0,0,,1,,2026/07/02
西武,パ,投手,Ｅ．ラミレス,4,0,1,0,0,,1,,2026/07/02
西武,パ,投手,ワイナンス,7,1,6,0,0,,1,,2026/07/02
西武,パ,投手,渡邉 勇太朗,12,4,7,1,0,,0.917,,2026/07/02
オリックス,パ,一塁手,太田 椋,32,207,14,1,8,,0.995,,2026/07/02
オリックス,パ,一塁手,シーモア,26,189,16,0,12,,1,,2026/07/02
オリックス,パ,一塁手,内藤 鵬,1,8,0,0,0,,1,,2026/07/02
オリックス,パ,一塁手,平沼 翔太,6,15,5,1,2,,0.952,,2026/07/02
オリックス,パ,一塁手,廣岡 大志,2,11,2,0,1,,1,,2026/07/02
オリックス,パ,一塁手,山中 稜真,26,203,13,0,14,,1,,2026/07/02
オリックス,パ,二塁手,大城 滉二,9,8,9,0,2,,1,,2026/07/02
オリックス,パ,二塁手,太田 椋,40,65,108,3,17,,0.983,,2026/07/02
オリックス,パ,二塁手,宜保 翔,6,12,17,0,4,,1,,2026/07/02
オリックス,パ,二塁手,杉澤 龍,1,0,1,0,0,,1,,2026/07/02
オリックス,パ,二塁手,西野 真弘,12,12,26,0,1,,1,,2026/07/02
オリックス,パ,二塁手,野口 智哉,30,28,61,1,6,,0.989,,2026/07/02
オリックス,パ,三塁手,西野 真弘,7,3,16,0,0,,1,,2026/07/02
オリックス,パ,三塁手,野口 智哉,6,2,2,0,1,,1,,2026/07/02
オリックス,パ,三塁手,平沼 翔太,2,0,2,0,0,,1,,2026/07/02
オリックス,パ,三塁手,廣岡 大志,1,0,0,0,0,,0,,2026/07/02
オリックス,パ,三塁手,宗 佑磨,69,41,97,2,3,,0.986,,2026/07/02
オリックス,パ,三塁手,横山 聖哉,1,1,0,0,0,,1,,2026/07/02
オリックス,パ,遊撃手,宜保 翔,3,5,6,1,1,,0.917,,2026/07/02
オリックス,パ,遊撃手,紅林 弘太郎,68,87,159,3,31,,0.988,,2026/07/02
オリックス,パ,遊撃手,野口 智哉,7,9,16,0,3,,1,,2026/07/02
オリックス,パ,遊撃手,横山 聖哉,4,2,7,1,0,,0.9,,2026/07/02
オリックス,パ,外野手,池田 陵真,1,1,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,来田 涼斗,35,43,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,宜保 翔,1,0,0,0,0,,0,,2026/07/02
オリックス,パ,外野手,杉澤 龍,16,23,1,0,1,,1,,2026/07/02
オリックス,パ,外野手,杉本 裕太郎,2,5,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,中川 圭太,65,120,5,0,0,,1,,2026/07/02
オリックス,パ,外野手,西川 龍馬,60,100,3,2,1,,0.981,,2026/07/02
オリックス,パ,外野手,野口 智哉,1,0,0,0,0,,0,,2026/07/02
オリックス,パ,外野手,平沼 翔太,3,3,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,廣岡 大志,11,16,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,麦谷 祐介,20,8,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,山中 稜真,5,12,0,0,0,,1,,2026/07/02
オリックス,パ,外野手,渡部 遼人,49,127,3,1,0,,0.992,,2026/07/02
オリックス,パ,捕手,石川 亮,2,1,0,0,0,0,1,0,2026/07/02
オリックス,パ,捕手,福永 奨,10,14,1,0,0,0,1,0,2026/07/02
オリックス,パ,捕手,森 友哉,21,135,16,0,0,1,1,0.273,2026/07/02
オリックス,パ,捕手,若月 健矢,58,413,46,3,3,1,0.994,0.278,2026/07/02
オリックス,パ,投手,阿部 翔太,2,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,入山 海斗,25,2,2,0,0,,1,,2026/07/02
オリックス,パ,投手,岩嵜 翔,8,0,2,0,0,,1,,2026/07/02
オリックス,パ,投手,エスピノーザ,12,6,13,1,0,,0.95,,2026/07/02
オリックス,パ,投手,片山 楽生,13,0,3,0,0,,1,,2026/07/02
オリックス,パ,投手,川瀬 堅斗,5,1,2,0,0,,1,,2026/07/02
オリックス,パ,投手,九里 亜蓮,14,4,11,2,0,,0.882,,2026/07/02
オリックス,パ,投手,古田島 成龍,6,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,権田 琉成,13,0,1,0,0,,1,,2026/07/02
オリックス,パ,投手,才木 海翔,1,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,佐藤 一磨,5,0,0,1,0,,0,,2026/07/02
オリックス,パ,投手,ジェリー,12,10,12,0,0,,1,,2026/07/02
オリックス,パ,投手,曽谷 龍平,8,1,4,0,0,,1,,2026/07/02
オリックス,パ,投手,髙島 泰都,11,0,8,0,0,,1,,2026/07/02
オリックス,パ,投手,髙谷 舟,1,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,田嶋 大樹,9,0,8,0,0,,1,,2026/07/02
オリックス,パ,投手,寺西 成騎,23,3,8,0,0,,1,,2026/07/02
オリックス,パ,投手,東松 快征,5,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,平野 佳寿,2,0,1,0,0,,1,,2026/07/02
オリックス,パ,投手,博志,12,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,ペルドモ,10,0,5,0,0,,1,,2026/07/02
オリックス,パ,投手,マチャド,26,1,5,1,0,,0.857,,2026/07/02
オリックス,パ,投手,宮城 大弥,3,0,1,0,0,,1,,2026/07/02
オリックス,パ,投手,宮國 凌空,4,1,1,0,0,,1,,2026/07/02
オリックス,パ,投手,椋木 蓮,27,1,2,0,0,,1,,2026/07/02
オリックス,パ,投手,山岡 泰輔,1,0,0,0,0,,0,,2026/07/02
オリックス,パ,投手,山﨑 颯一郎,28,1,4,0,2,,1,,2026/07/02
オリックス,パ,投手,山田 修義,8,0,2,0,0,,1,,2026/07/02
オリックス,パ,投手,横山 楓,7,1,0,0,0,,1,,2026/07/02
オリックス,パ,投手,吉田 輝星,20,1,3,0,1,,1,,2026/07/02
楽天,パ,一塁手,浅村 栄斗,41,286,29,1,30,,0.997,,2026/07/02
楽天,パ,一塁手,伊藤 裕季也,10,69,0,0,3,,1,,2026/07/02
楽天,パ,一塁手,入江 大樹,1,1,0,0,0,,1,,2026/07/02
楽天,パ,一塁手,黒川 史陽,18,58,3,0,4,,1,,2026/07/02
楽天,パ,一塁手,鈴木 大地,12,43,1,0,3,,1,,2026/07/02
楽天,パ,一塁手,ボイト,4,28,1,0,1,,1,,2026/07/02
楽天,パ,一塁手,渡邊 佳明,14,52,4,1,3,,0.982,,2026/07/02
楽天,パ,二塁手,入江 大樹,4,5,4,0,1,,1,,2026/07/02
楽天,パ,二塁手,黒川 史陽,45,71,99,1,17,,0.994,,2026/07/02
楽天,パ,二塁手,小深田 大翔,48,65,96,1,17,,0.994,,2026/07/02
楽天,パ,二塁手,繁永 晟,1,1,3,0,0,,1,,2026/07/02
楽天,パ,二塁手,平良 竜哉,4,1,3,0,1,,1,,2026/07/02
楽天,パ,二塁手,ワォーターズ,2,1,2,0,0,,1,,2026/07/02
楽天,パ,二塁手,渡邊 佳明,1,0,0,0,0,,0,,2026/07/02
楽天,パ,三塁手,伊藤 裕季也,2,2,1,0,0,,1,,2026/07/02
楽天,パ,三塁手,黒川 史陽,34,13,43,0,6,,1,,2026/07/02
楽天,パ,三塁手,繁永 晟,2,0,1,0,0,,1,,2026/07/02
楽天,パ,三塁手,鈴木 大地,12,4,5,1,0,,0.9,,2026/07/02
楽天,パ,三塁手,平良 竜哉,45,20,53,1,4,,0.986,,2026/07/02
楽天,パ,三塁手,村林 一輝,1,1,0,0,0,,1,,2026/07/02
楽天,パ,三塁手,渡邊 佳明,7,4,4,1,1,,0.889,,2026/07/02
楽天,パ,遊撃手,入江 大樹,2,0,1,0,0,,1,,2026/07/02
楽天,パ,遊撃手,村林 一輝,72,103,159,6,31,,0.978,,2026/07/02
楽天,パ,遊撃手,ワォーターズ,5,1,3,0,1,,1,,2026/07/02
楽天,パ,外野手,伊藤 裕季也,4,5,0,0,0,,1,,2026/07/02
楽天,パ,外野手,小郷 裕哉,31,44,0,0,0,,1,,2026/07/02
楽天,パ,外野手,小森 航大郎,2,4,0,0,0,,1,,2026/07/02
楽天,パ,外野手,阪上 翔也,3,5,0,0,0,,1,,2026/07/02
楽天,パ,外野手,佐藤 直樹,44,93,6,1,2,,0.99,,2026/07/02
楽天,パ,外野手,平良 竜哉,5,2,1,0,0,,1,,2026/07/02
楽天,パ,外野手,辰己 涼介,72,159,4,0,1,,1,,2026/07/02
楽天,パ,外野手,中島 大輔,55,91,2,2,1,,0.979,,2026/07/02
楽天,パ,外野手,マッカスカー,22,40,1,0,0,,1,,2026/07/02
楽天,パ,外野手,武藤 敦貴,10,18,1,1,0,,0.95,,2026/07/02
楽天,パ,外野手,吉野 創士,2,1,1,0,0,,1,,2026/07/02
楽天,パ,外野手,渡邊 佳明,16,26,2,0,1,,1,,2026/07/02
楽天,パ,捕手,石原 彪,7,24,2,0,0,0,1,0.5,2026/07/02
楽天,パ,捕手,伊藤 光,20,75,8,0,0,0,1,0.1,2026/07/02
楽天,パ,捕手,太田 光,56,381,38,1,4,4,0.998,0.333,2026/07/02
楽天,パ,捕手,堀内 謙伍,17,89,8,0,1,1,1,0.2,2026/07/02
楽天,パ,捕手,YG安田,4,10,1,0,0,0,1,0,2026/07/02
楽天,パ,投手,伊藤 樹,1,0,0,0,0,,0,,2026/07/02
楽天,パ,投手,ウレーニャ,8,1,6,0,1,,1,,2026/07/02
楽天,パ,投手,内 星龍,22,2,2,0,0,,1,,2026/07/02
楽天,パ,投手,江原 雅裕,1,0,0,0,0,,0,,2026/07/02
楽天,パ,投手,加治屋 蓮,29,1,1,0,0,,1,,2026/07/02
楽天,パ,投手,岸 孝之,4,0,5,0,0,,1,,2026/07/02
楽天,パ,投手,九谷 瑠,16,3,3,2,0,,0.75,,2026/07/02
楽天,パ,投手,古賀 康誠,1,0,0,0,0,,0,,2026/07/02
楽天,パ,投手,古謝 樹,10,5,10,2,1,,0.882,,2026/07/02
楽天,パ,投手,柴田 大地,20,1,0,0,0,,1,,2026/07/02
楽天,パ,投手,荘司 康誠,13,6,9,0,1,,1,,2026/07/02
楽天,パ,投手,鈴木 翔天,25,2,2,1,0,,0.8,,2026/07/02
楽天,パ,投手,宋 家豪,17,0,1,0,0,,1,,2026/07/02
楽天,パ,投手,泰 勝利,3,0,0,0,0,,0,,2026/07/02
楽天,パ,投手,瀧中 瞭太,11,4,6,0,0,,1,,2026/07/02
楽天,パ,投手,田中 千晴,15,0,4,1,0,,0.8,,2026/07/02
楽天,パ,投手,津留﨑 大成,17,1,2,0,0,,1,,2026/07/02
楽天,パ,投手,中込 陽翔,8,0,2,0,0,,1,,2026/07/02
楽天,パ,投手,西垣 雅矢,29,1,4,0,0,,1,,2026/07/02
楽天,パ,投手,早川 隆久,10,1,8,1,0,,0.9,,2026/07/02
楽天,パ,投手,日當 直喜,2,0,0,0,0,,0,,2026/07/02
楽天,パ,投手,藤井 聖,8,4,5,1,1,,0.9,,2026/07/02
楽天,パ,投手,藤平 尚真,26,0,0,0,0,,0,,2026/07/02
楽天,パ,投手,藤原 聡大,10,1,9,0,1,,1,,2026/07/02
楽天,パ,投手,前田 健太,7,4,5,0,1,,1,,2026/07/02
楽天,パ,投手,渡辺 翔太,6,0,0,1,0,,0,,2026/07/02
