選手名,球団名,対球団名,先発,救援,防御率,勝利,敗戦,HLD,セーブ,更新日
岩崎 優,阪神タイガース,横浜DeNAベイスターズ,3,0,0.000,0,1,2,0,2026/06/30
岩崎 優,阪神タイガース,読売ジャイアンツ,4,2,0.000,1,0,2,0,2026/06/30
岩崎 優,阪神タイガース,中日ドラゴンズ,4,0,0.000,0,0,4,0,2026/06/30
岩崎 優,阪神タイガース,広島東洋カープ,4,2,0.000,0,1,1,0,2026/06/30
岩崎 優,阪神タイガース,東京ヤクルトスワローズ,1,108,0.000,1,0,0,0,2026/06/30
岩崎 優,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
岩崎 優,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
岩崎 優,阪神タイガース,オリックス・バファローズ,2,0,0.000,0,2,0,0,2026/06/30
岩崎 優,阪神タイガース,東北楽天ゴールデンイーグルス,1,0,0.000,0,1,0,0,2026/06/30
岩崎 優,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
岩崎 優,阪神タイガース,千葉ロッテマリーンズ,1,0,0.000,0,1,0,0,2026/06/30
岩貞 祐太,阪神タイガース,横浜DeNAベイスターズ,1,13,0.000,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
岩貞 祐太,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
西 勇輝,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,0,2026/06/30
西 勇輝,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,1,2026/06/30
西 勇輝,阪神タイガース,中日ドラゴンズ,0,3,1.000,0,0,0,0,2026/06/30
西 勇輝,阪神タイガース,広島東洋カープ,0,0,,0,0,0,2,2026/06/30
西 勇輝,阪神タイガース,東京ヤクルトスワローズ,0,1,2.000,0,0,0,0,2026/06/30
西 勇輝,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,1,2026/06/30
西 勇輝,阪神タイガース,北海道日本ハムファイターズ,0,1,0.000,1,0,0,1,2026/06/30
西 勇輝,阪神タイガース,オリックス・バファローズ,0,2,0.000,0,0,0,0,2026/06/30
西 勇輝,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,1,2026/06/30
西 勇輝,阪神タイガース,埼玉西武ライオンズ,0,4,0.000,1,0,0,0,2026/06/30
西 勇輝,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,横浜DeNAベイスターズ,0,1,1.000,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,2,2026/06/30
伊原 陵人,阪神タイガース,中日ドラゴンズ,0,6,1.000,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
伊原 陵人,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
大竹 耕太郎,阪神タイガース,横浜DeNAベイスターズ,0,3,0.000,1,0,0,1,2026/06/30
大竹 耕太郎,阪神タイガース,読売ジャイアンツ,0,1,1.000,0,0,0,1,2026/06/30
大竹 耕太郎,阪神タイガース,中日ドラゴンズ,0,4,0.000,0,0,0,3,2026/06/30
大竹 耕太郎,阪神タイガース,広島東洋カープ,0,2,1.000,1,0,0,0,2026/06/30
大竹 耕太郎,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
大竹 耕太郎,阪神タイガース,福岡ソフトバンクホークス,0,3,0.000,1,0,0,1,2026/06/30
大竹 耕太郎,阪神タイガース,北海道日本ハムファイターズ,0,1,0.000,1,0,0,0,2026/06/30
大竹 耕太郎,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,1,2026/06/30
大竹 耕太郎,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,1.000,0,0,0,1,2026/06/30
大竹 耕太郎,阪神タイガース,埼玉西武ライオンズ,0,1,0.000,1,0,0,0,2026/06/30
大竹 耕太郎,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,中日ドラゴンズ,2,0,0.000,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,広島東洋カープ,1,0,0.000,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,福岡ソフトバンクホークス,1,22,0.000,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
椎葉 剛,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,1,2026/06/30
伊藤 将司,阪神タイガース,読売ジャイアンツ,0,11,0.000,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,福岡ソフトバンクホークス,0,3,0.000,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
伊藤 将司,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
髙橋 遥人,阪神タイガース,横浜DeNAベイスターズ,0,1,1.000,0,0,0,2,2026/06/30
髙橋 遥人,阪神タイガース,読売ジャイアンツ,0,2,2.000,0,0,0,2,2026/06/30
髙橋 遥人,阪神タイガース,中日ドラゴンズ,0,0,2.000,0,0,0,2,2026/06/30
髙橋 遥人,阪神タイガース,広島東洋カープ,0,3,1.000,0,0,0,2,2026/06/30
髙橋 遥人,阪神タイガース,東京ヤクルトスワローズ,0,0,1.000,0,0,0,0,2026/06/30
髙橋 遥人,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
髙橋 遥人,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,1,2026/06/30
髙橋 遥人,阪神タイガース,オリックス・バファローズ,0,3,1.000,0,0,0,1,2026/06/30
髙橋 遥人,阪神タイガース,東北楽天ゴールデンイーグルス,0,1,1.000,0,0,0,0,2026/06/30
髙橋 遥人,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,1,2026/06/30
髙橋 遥人,阪神タイガース,千葉ロッテマリーンズ,0,0,1.000,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,1,2026/06/30
門別 啓人,阪神タイガース,中日ドラゴンズ,0,9,0.000,1,0,0,0,2026/06/30
門別 啓人,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,福岡ソフトバンクホークス,1,0,0.000,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,北海道日本ハムファイターズ,2,0,0.000,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,埼玉西武ライオンズ,1,4,0.000,0,0,0,0,2026/06/30
門別 啓人,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
才木 浩人,阪神タイガース,横浜DeNAベイスターズ,0,3,2.000,0,0,0,3,2026/06/30
才木 浩人,阪神タイガース,読売ジャイアンツ,0,1,2.000,0,0,0,0,2026/06/30
才木 浩人,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,1,2026/06/30
才木 浩人,阪神タイガース,広島東洋カープ,0,1,0.000,1,0,0,3,2026/06/30
才木 浩人,阪神タイガース,東京ヤクルトスワローズ,0,3,1.000,1,0,0,0,2026/06/30
才木 浩人,阪神タイガース,福岡ソフトバンクホークス,0,15,0.000,1,0,0,0,2026/06/30
才木 浩人,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
才木 浩人,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
才木 浩人,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,1,2026/06/30
才木 浩人,阪神タイガース,埼玉西武ライオンズ,0,1,0.000,1,0,0,1,2026/06/30
才木 浩人,阪神タイガース,千葉ロッテマリーンズ,0,3,0.000,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,横浜DeNAベイスターズ,1,18,0.000,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,中日ドラゴンズ,2,0,0.000,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,福岡ソフトバンクホークス,2,4,0.000,1,0,0,0,2026/06/30
畠 世周,阪神タイガース,北海道日本ハムファイターズ,2,0,0.000,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,オリックス・バファローズ,1,0,0.000,0,1,0,0,2026/06/30
畠 世周,阪神タイガース,東北楽天ゴールデンイーグルス,2,0,0.000,0,1,0,0,2026/06/30
畠 世周,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
畠 世周,阪神タイガース,千葉ロッテマリーンズ,1,0,0.000,0,1,0,0,2026/06/30
及川 雅貴,阪神タイガース,横浜DeNAベイスターズ,2,4,0.000,0,1,0,0,2026/06/30
及川 雅貴,阪神タイガース,読売ジャイアンツ,4,3,1.000,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,中日ドラゴンズ,2,4,0.000,0,1,0,0,2026/06/30
及川 雅貴,阪神タイガース,広島東洋カープ,3,0,0.000,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,福岡ソフトバンクホークス,2,16,0.000,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,北海道日本ハムファイターズ,1,18,0.000,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,東北楽天ゴールデンイーグルス,1,13,0.000,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,埼玉西武ライオンズ,2,0,0.000,0,0,0,0,2026/06/30
及川 雅貴,阪神タイガース,千葉ロッテマリーンズ,1,0,0.000,0,0,0,0,2026/06/30
村上 頌樹,阪神タイガース,横浜DeNAベイスターズ,0,1,1.000,1,0,0,3,2026/06/30
村上 頌樹,阪神タイガース,読売ジャイアンツ,0,3,1.000,2,0,0,2,2026/06/30
村上 頌樹,阪神タイガース,中日ドラゴンズ,0,1,0.000,0,0,0,4,2026/06/30
村上 頌樹,阪神タイガース,広島東洋カープ,0,1,2.000,1,0,0,0,2026/06/30
村上 頌樹,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
村上 頌樹,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
村上 頌樹,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,1,2026/06/30
村上 頌樹,阪神タイガース,オリックス・バファローズ,0,2,0.000,1,0,0,1,2026/06/30
村上 頌樹,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,1.000,0,0,0,0,2026/06/30
村上 頌樹,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,1,2026/06/30
村上 頌樹,阪神タイガース,千葉ロッテマリーンズ,0,2,1.000,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,横浜DeNAベイスターズ,0,7,0.000,1,0,0,1,2026/06/30
ルーカス,阪神タイガース,読売ジャイアンツ,0,7,0.000,1,0,0,0,2026/06/30
ルーカス,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,広島東洋カープ,0,0,,0,0,0,1,2026/06/30
ルーカス,阪神タイガース,東京ヤクルトスワローズ,0,1,0.000,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
ルーカス,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,横浜DeNAベイスターズ,3,27,0.000,0,2,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,読売ジャイアンツ,3,0,0.000,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,中日ドラゴンズ,4,0,0.000,0,2,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,広島東洋カープ,4,5,0.000,1,3,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,東京ヤクルトスワローズ,3,11,0.000,1,0,1,0,2026/06/30
桐敷 拓馬,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,北海道日本ハムファイターズ,1,13,0.000,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
桐敷 拓馬,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,横浜DeNAベイスターズ,0,9,0.000,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,1,2026/06/30
茨木 秀俊,阪神タイガース,中日ドラゴンズ,0,18,0.000,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,広島東洋カープ,0,0,,0,0,0,1,2026/06/30
茨木 秀俊,阪神タイガース,東京ヤクルトスワローズ,0,0,1.000,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
茨木 秀俊,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,横浜DeNAベイスターズ,3,0,0.000,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,読売ジャイアンツ,1,0,0.000,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,中日ドラゴンズ,3,0,0.000,0,1,0,0,2026/06/30
工藤 泰成,阪神タイガース,広島東洋カープ,2,0,0.000,0,1,0,0,2026/06/30
工藤 泰成,阪神タイガース,東京ヤクルトスワローズ,3,0,0.000,0,1,0,0,2026/06/30
工藤 泰成,阪神タイガース,福岡ソフトバンクホークス,1,0,0.000,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,北海道日本ハムファイターズ,3,11,0.000,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,オリックス・バファローズ,1,0,0.000,0,1,0,0,2026/06/30
工藤 泰成,阪神タイガース,東北楽天ゴールデンイーグルス,1,0,0.000,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,埼玉西武ライオンズ,3,0,0.000,0,0,0,0,2026/06/30
工藤 泰成,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,東京ヤクルトスワローズ,1,13,0.000,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
富田 蓮,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,読売ジャイアンツ,1,0,0.000,0,1,0,1,2026/06/30
早川 太貴,阪神タイガース,中日ドラゴンズ,1,15,0.000,1,0,0,0,2026/06/30
早川 太貴,阪神タイガース,広島東洋カープ,2,0,0.000,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,東京ヤクルトスワローズ,3,4,0.000,1,0,0,0,2026/06/30
早川 太貴,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
早川 太貴,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,横浜DeNAベイスターズ,2,0,0.000,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,広島東洋カープ,2,6,0.000,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,東京ヤクルトスワローズ,1,0,0.000,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,1,2026/06/30
木下 里都,阪神タイガース,北海道日本ハムファイターズ,0,6,0.000,1,0,0,0,2026/06/30
木下 里都,阪神タイガース,オリックス・バファローズ,3,2,0.000,0,1,0,0,2026/06/30
木下 里都,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,埼玉西武ライオンズ,2,0,0.000,0,0,0,0,2026/06/30
木下 里都,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,横浜DeNAベイスターズ,3,2,0.000,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,中日ドラゴンズ,3,9,0.000,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,広島東洋カープ,1,0,0.000,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,東京ヤクルトスワローズ,3,2,0.000,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,東北楽天ゴールデンイーグルス,1,0,0.000,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
石黒 佑弥,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,横浜DeNAベイスターズ,2,20,0.000,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,読売ジャイアンツ,5,3,0.000,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,中日ドラゴンズ,3,3,3.000,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,東京ヤクルトスワローズ,5,0,0.000,0,1,0,0,2026/06/30
湯浅 京己,阪神タイガース,福岡ソフトバンクホークス,1,0,0.000,0,1,0,0,2026/06/30
湯浅 京己,阪神タイガース,北海道日本ハムファイターズ,2,0,0.000,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,東北楽天ゴールデンイーグルス,1,0,0.000,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,埼玉西武ライオンズ,1,0,0.000,0,0,0,0,2026/06/30
湯浅 京己,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,横浜DeNAベイスターズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,読売ジャイアンツ,1,0,0.000,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,広島東洋カープ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,東京ヤクルトスワローズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,福岡ソフトバンクホークス,1,0,0.000,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
津田 淳哉,阪神タイガース,千葉ロッテマリーンズ,0,0,,0,0,0,0,2026/06/30
ドリス,阪神タイガース,横浜DeNAベイスターズ,4,4,0.000,1,2,1,0,2026/06/30
ドリス,阪神タイガース,読売ジャイアンツ,5,0,0.000,0,3,1,0,2026/06/30
ドリス,阪神タイガース,中日ドラゴンズ,5,0,1.000,0,2,1,0,2026/06/30
ドリス,阪神タイガース,広島東洋カープ,4,0,0.000,0,1,3,0,2026/06/30
ドリス,阪神タイガース,東京ヤクルトスワローズ,1,0,0.000,0,0,0,0,2026/06/30
ドリス,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
ドリス,阪神タイガース,北海道日本ハムファイターズ,0,0,,0,0,0,0,2026/06/30
ドリス,阪神タイガース,オリックス・バファローズ,2,5,0.000,1,0,1,0,2026/06/30
ドリス,阪神タイガース,東北楽天ゴールデンイーグルス,2,0,0.000,0,0,1,0,2026/06/30
ドリス,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
ドリス,阪神タイガース,千葉ロッテマリーンズ,2,0,0.000,0,0,2,0,2026/06/30
モレッタ,阪神タイガース,横浜DeNAベイスターズ,3,18,0.000,1,1,0,0,2026/06/30
モレッタ,阪神タイガース,読売ジャイアンツ,4,15,0.000,0,1,0,0,2026/06/30
モレッタ,阪神タイガース,中日ドラゴンズ,3,0,1.000,0,1,0,0,2026/06/30
モレッタ,阪神タイガース,広島東洋カープ,3,0,1.000,0,2,0,0,2026/06/30
モレッタ,阪神タイガース,東京ヤクルトスワローズ,2,0,0.000,0,0,0,0,2026/06/30
モレッタ,阪神タイガース,福岡ソフトバンクホークス,0,0,,0,0,0,0,2026/06/30
モレッタ,阪神タイガース,北海道日本ハムファイターズ,1,0,0.000,0,0,0,0,2026/06/30
モレッタ,阪神タイガース,オリックス・バファローズ,0,0,,0,0,0,0,2026/06/30
モレッタ,阪神タイガース,東北楽天ゴールデンイーグルス,0,0,,0,0,0,0,2026/06/30
モレッタ,阪神タイガース,埼玉西武ライオンズ,0,0,,0,0,0,0,2026/06/30
モレッタ,阪神タイガース,千葉ロッテマリーンズ,1,54,0.000,1,0,0,0,2026/06/30
デュプランティエ,横浜DeNAベイスターズ,阪神タイガース,0,3,0.000,1,0,0,0,2026/06/30
デュプランティエ,横浜DeNAベイスターズ,読売ジャイアンツ,0,0,,0,0,0,0,2026/06/30
デュプランティエ,横浜DeNAベイスターズ,中日ドラゴンズ,0,0,,0,0,0,0,2026/06/30
