選手名,球団,区分,打率,打数,安打,本塁打,打点,更新日
近藤 健介,福岡ソフトバンクホークス,対右,0.304,161,49,14,,2026/07/03
近藤 健介,福岡ソフトバンクホークス,対左,0.298,84,25,4,,2026/07/03
栗原 陵矢,福岡ソフトバンクホークス,対右,0.27,189,51,15,,2026/07/03
栗原 陵矢,福岡ソフトバンクホークス,対左,0.261,88,23,7,,2026/07/03
今宮 健太,福岡ソフトバンクホークス,対右,0.197,61,12,0,,2026/07/03
今宮 健太,福岡ソフトバンクホークス,対左,0.222,45,10,1,,2026/07/03
笹川 吉康,福岡ソフトバンクホークス,対右,0.158,19,3,0,,2026/07/03
笹川 吉康,福岡ソフトバンクホークス,対左,0.2,5,1,0,,2026/07/03
山川 穂高,福岡ソフトバンクホークス,対右,0.198,91,18,8,,2026/07/03
山川 穂高,福岡ソフトバンクホークス,対左,0.135,52,7,1,,2026/07/03
山本 恵大,福岡ソフトバンクホークス,対右,0.273,22,6,1,,2026/07/03
山本 恵大,福岡ソフトバンクホークス,対左,0.333,9,3,0,,2026/07/03
山本 祐大,福岡ソフトバンクホークス,対右,0.323,31,10,1,,2026/07/03
山本 祐大,福岡ソフトバンクホークス,対左,0.417,12,5,1,,2026/07/03
周東 佑京,福岡ソフトバンクホークス,対右,0.287,157,45,1,,2026/07/03
周東 佑京,福岡ソフトバンクホークス,対左,0.244,86,21,0,,2026/07/03
庄子 雄大,福岡ソフトバンクホークス,対右,0.25,76,19,0,,2026/07/03
庄子 雄大,福岡ソフトバンクホークス,対左,0.269,26,7,0,,2026/07/03
正木 智也,福岡ソフトバンクホークス,対右,0.281,96,27,4,,2026/07/03
正木 智也,福岡ソフトバンクホークス,対左,0.311,45,14,6,,2026/07/03
石塚 綜一郎,福岡ソフトバンクホークス,対右,0.364,11,4,0,,2026/07/03
川瀬晃,福岡ソフトバンクホークス,対右,0.195,41,8,0,,2026/07/03
川瀬晃,福岡ソフトバンクホークス,対左,0.286,7,2,0,,2026/07/03
川村 友斗,福岡ソフトバンクホークス,対右,0.091,11,1,0,,2026/07/03
川村 友斗,福岡ソフトバンクホークス,対左,0,5,0,0,,2026/07/03
谷川原 健太,福岡ソフトバンクホークス,対右,0.148,27,4,0,,2026/07/03
谷川原 健太,福岡ソフトバンクホークス,対左,0.4,10,4,0,,2026/07/03
中村 晃,福岡ソフトバンクホークス,対右,0.19,21,4,0,,2026/07/03
中村 晃,福岡ソフトバンクホークス,対左,0,10,0,0,,2026/07/03
渡邉陸,福岡ソフトバンクホークス,対右,0.083,12,1,0,,2026/07/03
渡邉陸,福岡ソフトバンクホークス,対左,0.2,5,1,0,,2026/07/03
牧原 大成,福岡ソフトバンクホークス,対右,0.283,166,47,1,,2026/07/03
牧原 大成,福岡ソフトバンクホークス,対左,0.311,74,23,0,,2026/07/03
野村 勇,福岡ソフトバンクホークス,対右,0.268,71,19,3,,2026/07/03
野村 勇,福岡ソフトバンクホークス,対左,0.095,21,2,1,,2026/07/03
柳町 達,福岡ソフトバンクホークス,対右,0.267,101,27,0,,2026/07/03
柳町 達,福岡ソフトバンクホークス,対左,0.143,35,5,0,,2026/07/03
柳田 悠岐,福岡ソフトバンクホークス,対右,0.244,135,33,6,,2026/07/03
柳田 悠岐,福岡ソフトバンクホークス,対左,0.247,89,22,3,,2026/07/03
廣瀨 隆太,福岡ソフトバンクホークス,対右,0.32,25,8,0,,2026/07/03
廣瀨 隆太,福岡ソフトバンクホークス,対左,0.188,16,3,0,,2026/07/03
髙橋 隆慶,福岡ソフトバンクホークス,対右,0.25,4,1,1,,2026/07/03
髙橋 隆慶,福岡ソフトバンクホークス,対左,1,1,1,0,,2026/07/03
エドポロ ケイン,北海道日本ハムファイターズ,対右,0,2,0,0,,2026/07/03
エドポロ ケイン,北海道日本ハムファイターズ,対左,0,8,0,0,,2026/07/03
カストロ,北海道日本ハムファイターズ,対右,0.268,71,19,2,,2026/07/03
カストロ,北海道日本ハムファイターズ,対左,0.212,66,14,5,,2026/07/03
マルティネス,北海道日本ハムファイターズ,対右,0.12,25,3,1,,2026/07/03
マルティネス,北海道日本ハムファイターズ,対左,0.125,8,1,1,,2026/07/03
レイエス,北海道日本ハムファイターズ,対右,0.303,195,59,15,,2026/07/03
レイエス,北海道日本ハムファイターズ,対左,0.392,74,29,4,,2026/07/03
吉田 賢吾,北海道日本ハムファイターズ,対右,0.371,35,13,4,,2026/07/03
吉田 賢吾,北海道日本ハムファイターズ,対左,0.143,14,2,1,,2026/07/03
郡司 裕也,北海道日本ハムファイターズ,対右,0.23,135,31,3,,2026/07/03
郡司 裕也,北海道日本ハムファイターズ,対左,0.2,55,11,1,,2026/07/03
五十幡 亮汰,北海道日本ハムファイターズ,対右,0.265,34,9,0,,2026/07/03
五十幡 亮汰,北海道日本ハムファイターズ,対左,0.048,21,1,0,,2026/07/03
細川 凌平,北海道日本ハムファイターズ,対右,0.2,25,5,1,,2026/07/03
細川 凌平,北海道日本ハムファイターズ,対左,0.333,9,3,1,,2026/07/03
山縣 秀,北海道日本ハムファイターズ,対右,0.154,26,4,0,,2026/07/03
山縣 秀,北海道日本ハムファイターズ,対左,0.133,15,2,0,,2026/07/03
上川畑 大悟,北海道日本ハムファイターズ,対右,0.286,14,4,0,,2026/07/03
上川畑 大悟,北海道日本ハムファイターズ,対左,0.286,7,2,0,,2026/07/03
進藤 勇也,北海道日本ハムファイターズ,対右,0.229,35,8,2,,2026/07/03
進藤 勇也,北海道日本ハムファイターズ,対左,0.211,19,4,0,,2026/07/03
水谷 瞬,北海道日本ハムファイターズ,対右,0.26,73,19,3,,2026/07/03
水谷 瞬,北海道日本ハムファイターズ,対左,0.243,37,9,1,,2026/07/03
水野 達稀,北海道日本ハムファイターズ,対右,0.3,170,51,3,,2026/07/03
水野 達稀,北海道日本ハムファイターズ,対左,0.315,92,29,1,,2026/07/03
清宮 幸太郎,北海道日本ハムファイターズ,対右,0.243,181,44,8,,2026/07/03
清宮 幸太郎,北海道日本ハムファイターズ,対左,0.229,70,16,0,,2026/07/03
清水 優心,北海道日本ハムファイターズ,対右,0.083,12,1,1,,2026/07/03
清水 優心,北海道日本ハムファイターズ,対左,0.182,11,2,0,,2026/07/03
西川 遥輝,北海道日本ハムファイターズ,対右,0.189,37,7,1,,2026/07/03
西川 遥輝,北海道日本ハムファイターズ,対左,0.167,6,1,0,,2026/07/03
大塚 瑠晏,北海道日本ハムファイターズ,対右,0.293,58,17,4,,2026/07/03
大塚 瑠晏,北海道日本ハムファイターズ,対左,0,11,0,0,,2026/07/03
田宮 裕涼,北海道日本ハムファイターズ,対右,0.238,130,31,2,,2026/07/03
田宮 裕涼,北海道日本ハムファイターズ,対左,0.423,52,22,1,,2026/07/03
奈良間 大己,北海道日本ハムファイターズ,対右,0.25,80,20,2,,2026/07/03
奈良間 大己,北海道日本ハムファイターズ,対左,0.265,49,13,1,,2026/07/03
梅林 優貴,北海道日本ハムファイターズ,対右,0,3,0,0,,2026/07/03
梅林 優貴,北海道日本ハムファイターズ,対左,0,2,0,0,,2026/07/03
万波 中正,北海道日本ハムファイターズ,対右,0.236,174,41,10,,2026/07/03
万波 中正,北海道日本ハムファイターズ,対左,0.257,74,19,5,,2026/07/03
野村 佑希,北海道日本ハムファイターズ,対右,0.22,132,29,5,,2026/07/03
野村 佑希,北海道日本ハムファイターズ,対左,0.32,75,24,4,,2026/07/03
淺間 大基,北海道日本ハムファイターズ,対右,0.194,31,6,1,,2026/07/03
淺間 大基,北海道日本ハムファイターズ,対左,0.2,10,2,1,,2026/07/03
